# Response ID, Median sentence length by number of characters
748794,136
748941,65.5
748955,89.0
74903,197
749196,168.5
749404,96
749479,50
749625,109.0
749940,135
750512,126
750878,118
751065,75
751649,216.0
751687,94.5
751831,91.5
751885,73
752015,88
752312,137.5
752346,124.5
752350,131
752464,98.0
752575,104.5
752860,81.5
753056,75
753065,120.5
753355,102.0
753528,146.0
753652,93
75381,125.5
753844,120.5
753920,107.5
754202,119
754265,97.5
754386,96.5
754426,74
754676,90.0
754849,109.0
754914,98
755139,104
755269,108
755287,90
755353,172.0
755389,97.5
755718,74.0
755746,111.5
755753,83.0
755966,182.0
755995,78
756290,137
756522,66.0
756528,76.0
756554,141
756686,175
756738,96.0
756837,117.5
756896,114.0
756946,108.5
757215,52.5
757460,53.5
757598,86.5
757618,67.5
757784,91
757799,128
757891,69
757934,68.0
758402,91.0
758463,104.0
75868,136
758724,86
758778,120.5
758809,123
758953,112.5
759056,86.0
759317,82
759477,178.5
759638,119
76005,100.5
760515,186
760612,125
760638,127
760920,131.5
760937,87.0
760984,129.0
761107,104.5
761443,100
76152,91.5
761599,222.0
761737,49
761860,64.5
762179,91
762293,147
762665,73
762901,134
763028,142
763063,105
763080,118
763312,100
763469,74
764004,116
764188,140
76434,73
764350,195.5
764760,57
764880,152.5
765149,62.0
765235,102
765258,79.5
765343,93.0
76547,138.0
765625,79.5
765811,135.5
766006,77.0
76614,140.0
766292,109.5
766494,86
766537,86
766545,126.0
76666,45
766684,97.5
766701,108.0
766804,133
766850,97
767091,80.0
767148,157
767263,73
767739,171
767915,79.0
768029,90
768296,141.5
76831,46
768723,174
76891,198.5
768931,80
769062,94
769157,92
769730,99
770355,234.0
770451,144
770544,103
771025,139.5
771105,119.5
771489,97
771632,103
771756,122
771828,99
772384,72.5
772491,82
77255,92
772824,54.0
772985,60
773048,91.0
773126,68.5
773292,54.5
773715,77
77388,81
774106,106
774257,71
774433,82
774598,67.0
774719,99.0
774820,98.5
774831,169
774885,84
7748,135
774943,190
775074,83
775212,69
775225,96
775353,115.5
775722,116.5
775937,95.0
775971,122
775986,73.0
776120,132
776135,149
77621,106
776260,194.5
776275,115
776719,108
776970,104
777202,121.0
777387,123.0
777900,71.5
778088,73.0
778332,101.0
778366,107.5
77838,109
779231,78.5
779762,109.5
779862,81.0
779992,122.0
78009,100
780445,128.0
780493,84
780652,191.0
780768,93
781668,128
781841,87
781859,88
782019,106.5
78264,79.5
782666,72
782745,85.5
782773,122
782802,236.0
782892,139.0
783001,56.5
783076,215.0
783207,66
783314,92.0
783824,53
783963,98
78400,86.0
784172,123
784175,75
784301,132.5
784347,65
784363,58
784455,101
784821,107
784920,72
784935,178
785164,121
785346,88.0
785489,122
785493,100.0
785582,77.5
785621,105
785719,102.5
785740,91.5
785922,87.5
78609,79
786108,120.0
786151,112
786201,120
786523,92.0
786723,109
786848,110
787044,78
787066,68
787279,189
787404,118
787528,100
787803,74
787804,108
78794,265
787983,88.0
788241,58
788266,108
788271,99
788336,237
788486,272
788567,72.0
788584,81
788664,112.0
788703,66
788990,249
789048,99.5
789287,73
78935,102.0
789471,85.5
789622,80.0
789644,98.0
789975,183
790024,155.0
790042,121
790223,83
790230,124.0
79025,77
790305,113.0
790497,60.0
790680,102
790700,76.0
790745,55.5
790907,74
791390,104.5
791501,39.5
791564,103.0
791603,145.5
791793,65.0
79211,117.5
792169,55.0
792202,65.0
79224,101
792314,139.0
792548,98.0
792875,108
793071,118
793104,70
79442,90
794542,147
794590,118.5
794599,167
794752,149
794873,69.5
794997,84
795405,88.0
795648,110
795773,148
79595,65
796117,124
796520,91.5
7965,117
796634,110
796638,270
79709,112
797122,111
797386,92
797506,59
797853,99
797891,91
797943,128
79816,117.0
798245,68.5
79837,116
79842,87.0
798434,100.0
798497,144
798946,97.5
799621,93.5
7998,65.0
79990,73.0
800154,95.5
800494,112
800942,63
801209,95
801680,65.0
802609,116.0
802689,117.0
802748,91
802817,55.5
802897,81.5
803085,160.5
803299,135
803585,89.5
803614,66.0
803675,107
803843,112.0
803844,117
804109,83.0
804437,104
804552,79.5
804577,86
804709,102
804717,204.5
805385,95.5
805867,93.5
805888,120
806208,113.0
806382,161.5
806806,188.5
806833,138.5
806909,84
806999,88.5
807076,103.0
807161,91
807184,93.5
807318,143
807413,100
807694,100.0
807780,117
807827,75
807870,110.5
807949,94
808248,169.0
808414,81
808468,98.5
808526,137.0
808664,179
808693,202
808810,81.5
809102,85.0
809144,62
80920,91
809338,71.0
809715,105
809892,78
810046,178.5
810079,78.5
810259,88.5
810302,87.0
810394,70
810602,50.0
810741,149
810864,93
810984,79
811077,154.5
811135,100.0
811366,108.0
811412,84
811597,117
8117,82
811891,117
812133,99
81218,147
81227,85.5
812349,86.0
812763,68.5
812813,116.5
813047,110
813396,138
814156,68.0
814170,106.0
81437,116.0
814390,125.5
815021,74.0
81507,127
815213,98
815416,91
815560,55.0
815605,107
815779,110.5
815941,136.0
815968,59
816118,99.0
816942,108
817301,73
817317,73.0
81735,109.5
817396,145
817588,68
818214,177
81824,62.5
818262,96
818274,194.0
818350,108
818711,75
818982,66.5
819117,122.5
819260,86
819302,93.5
819733,89
82006,80
82026,103.0
820570,64
820981,224.5
82120,68.5
821393,110.0
821427,68.5
821471,74.0
821639,133.0
821641,109.0
821800,80.5
821824,103
822168,107.5
822245,103
822457,131.5
822458,89.5
822474,108.5
822531,85.0
822614,74
822619,57.0
822642,96.0
822715,115
823056,126
823223,266
823461,97.0
823641,119
823676,90.5
824130,101
824193,146
824421,113
824738,73.5
824798,76.5
825024,133
825050,84
825141,126.0
825234,83.5
825352,162.0
825450,87
825806,137.5
82613,120.5
826468,97.0
826622,70
826995,231
827072,125
827180,107.5
827624,102
827841,73.0
827942,83.0
828251,113
828252,103.0
828545,58.0
828607,77.5
828690,155.5
828862,80.0
828903,79.0
828924,97.0
829215,85.5
829313,94.0
829618,100
829663,89.0
829834,92.0
829845,90
829846,143
829878,130.0
82993,101.5
830161,97.5
830184,100
830290,91.5
830739,99
830852,110
830942,77.5
831230,78.0
831333,126.5
831499,110.5
831513,156
831525,105.0
831603,130
831621,116
83182,115
83187,131
831934,122
831963,68.5
832034,129.5
832057,72.5
832287,74
83250,105
832560,71
832578,197.0
832579,77.0
832751,96.0
832813,107
83310,147.5
833252,89.5
833365,106.5
833532,143.0
833694,168
833758,64
833985,69
834684,77.5
834700,91.0
834778,136
834810,85.5
835172,76
835498,108
835620,112.5
835627,61.5
83587,146
835936,160
835982,88.0
83615,153.0
836220,79.0
836337,164.0
836617,70.0
836626,75
836661,71
836850,148
837405,129
837531,78
837674,94
837893,115.0
837942,85
837947,108.0
838184,62
838345,166
838581,71
83874,126.0
838865,166
838880,119.0
838984,73
839172,104.5
839576,72.0
839727,157.5
839777,108
839966,96
840023,113.0
84002,83
840632,403
840798,72.5
841116,106
841186,121
841336,110
84139,89
841402,79
841454,128
841791,92.0
84242,101
842488,46
842892,63.0
843007,83.0
843041,71.0
843107,171.0
843117,106
843242,152.0
843667,125.0
843939,80.5
843995,119.0
844490,107
84459,198
844658,73
844800,83
844814,99
844852,72
844895,97.0
844996,92.0
845011,69
845072,116.0
845243,100
845253,73.5
845321,106
845405,103.0
845701,99
845966,129
846169,84.5
846170,147.0
846416,109.0
846428,144
846507,66.5
846879,71
847122,96
847521,116.0
84753,87.0
847566,143
847972,93.0
8482,97.5
848358,91.5
848395,159.0
848444,134
848486,87
848739,135
848864,73.5
849089,142
84912,83.0
849133,134
849271,95
849976,105
850101,81
850112,110.0
850163,62
85022,93.0
850233,143.0
850679,111.5
850865,74
851296,130
85142,71.0
851676,93.0
852106,91.5
852234,84
852447,107.0
852539,74.0
852546,45.0
852550,120.0
852654,108
852796,93
853044,113.0
853249,69
853462,134.0
853514,192.0
853515,106
853580,128.0
853604,52
853979,102.5
854133,133
854255,131
854397,91
854456,110.5
854506,124.5
854594,294
854843,109.0
855210,90
855678,114.0
855758,76
856200,284
856240,96
856381,93.0
856596,55.5
856653,115.0
856908,106.0
857113,77
857379,102.0
857632,177
858051,106
858332,111.5
858506,137
859305,86.5
859578,84
859720,83
859835,165
859857,98
859886,67
859974,119.5
860067,83.0
860140,88.5
860162,168
860175,108.0
860569,96.0
860674,113.5
860948,143
861230,115.0
861327,127.5
861537,157
861815,227
861887,136
861945,63.5
862405,96.0
862534,101.5
862656,150
862719,92.5
862886,103
863091,107
86347,117.5
863617,94.0
863675,69.0
863679,94
863843,90
864046,115
864467,73
864651,84.5
864879,60.0
864953,75.0
865101,91.0
865110,113.5
865222,70.5
865435,85.0
865467,62.5
865664,194.5
865725,79
865818,71.0
865846,195
865891,108
865982,114.0
866031,140
866082,108.5
866181,91
866283,79.0
866448,112.5
866450,87
866551,80
866766,126.0
866869,80.0
86771,121.5
8677,68
868001,145
868012,81
868072,110
868191,69.5
86821,75.5
868260,93
868655,125
868703,130.5
868778,116.0
868987,91.5
868992,94
869398,59
869489,163.0
869752,108
869817,110
869956,124.0
870059,89
870081,97.5
870515,99.5
870686,85.0
870818,102
87087,88.5
870916,79
87097,114
87101,80
871043,148.0
871149,79
871398,91
87161,134
871631,98
871634,97
871936,97.5
871998,126
872294,110.0
872629,181
872898,183
873033,57.5
873229,70.0
873241,45
873242,106
873390,60.0
873457,123
873496,68
873660,164
873823,80
874017,161.5
874339,67
874360,257.0
874452,145.0
87463,130
874652,93
874882,77.5
874916,88.5
874929,73
875911,272
876298,76.0
876354,65
876410,145.5
876966,94
877114,161
877189,109.5
877205,110.0
877863,119
877877,108.5
877921,91.0
878192,136.5
878293,138
878820,89
878843,285
879344,140
879443,65.0
879458,179
88000,66
880014,87.5
880026,83
880052,100.0
880186,78
880202,80.0
880258,174.5
880785,53.0
880961,109
880996,90
881032,168
881089,98.0
881262,72
88141,111
881421,80.5
881601,113.0
881608,154.0
881733,107
881758,67.5
8817,74
881916,172
881922,60
88199,74
88202,80
88244,134.0
882476,103
882517,88.5
882583,105
882610,138.0
882966,78
882992,116
88310,64
883276,69.5
883664,103.0
883684,110
883701,96.5
883778,96.0
883975,83.0
884047,103.5
884203,141
884438,130.0
88445,119
884540,117
884733,46.0
884924,83
884984,136
885157,137
885215,90.0
885434,76.5
885493,63.5
885889,85.0
885903,100.0
885981,85.0
88622,121
886262,54.0
886407,59.0
886710,68
886775,63.5
886778,67
887023,95.5
887064,84.0
887235,91
887254,112.0
887554,84.0
887656,106.5
887662,116.5
887802,78
887974,65.0
888013,119.5
888168,106.5
888460,100
888579,99.0
889236,98.0
889266,96
889422,117
889439,118
889648,140
889852,84.5
88,102.5
890006,138.5
890359,92
890513,96
890578,85
890633,138.5
890914,73
891315,117
891534,132.0
891722,102
892190,84
892332,122
892336,90.0
892440,100
892633,107
892742,97
893017,66
893302,109
893414,70.5
893485,97.5
893549,182.0
893611,124.0
893820,101
893955,92.5
894282,137
894309,53.0
894477,91.0
894763,76
894771,93.0
895048,123.5
895067,155
895291,214.0
895335,76.0
895389,114
895421,92.5
895433,209.5
895470,80.0
89547,151
895894,150
895919,87
895928,64.5
896163,103
896203,112
89643,97.5
896572,87.5
8966,104.0
896817,150
896990,67
897111,93
897156,99
897218,146.0
897719,128.0
898138,168
898187,376
898385,107
898545,126.5
898557,105.5
898578,73.0
89860,63.0
898637,99.5
898828,159.0
898851,81.0
89885,148
89896,96
899076,83.0
899197,90
899251,125.0
899350,124
899559,99.5
899763,46
900216,79.5
900251,111
900295,81.0
9006,75
900805,64
900930,83
900971,149.0
900973,152.0
901016,84.5
901198,98
901268,82
901640,124.0
902176,132
902251,107
902263,104
9024,152.5
902876,78
902981,91.0
903240,96
903244,123
903537,73
904172,104
904235,112
904329,116.5
904416,127
904599,99.5
904717,100
90472,113.0
904773,79
904849,96
905111,117.0
905137,119.0
905306,79
906008,114
906170,113.5
906490,93
906591,112.5
906682,114
907116,74.5
907119,73.5
907276,104.5
907400,130.0
90750,113.0
907533,104.0
907592,106
907809,72.5
907889,105
908077,64.5
908109,155.0
908270,195
908407,131
908489,137.0
908592,67
908682,107.5
908760,164
908787,101
908855,65.5
908960,46.0
908995,79.5
909073,74.0
909470,75
90951,70.5
909614,59.0
910070,94.0
910173,75
910237,127
910544,100
910964,67.5
911200,163
911291,58.0
911420,133
911481,127
911530,171.0
911578,91
911678,124
911741,62.0
911992,127.0
912386,114.0
912474,76
91268,120.5
913093,115.5
913202,95.5
913507,132.0
913590,174
913632,88.5
913881,72
913914,138
913962,117
913996,146
914176,96
914216,149
914258,126.0
914382,85.0
914745,116.0
914772,46
914790,66
915128,112.0
915250,118
915283,164.5
915382,90.0
915713,119
916327,98
916371,114.5
916799,73
91681,119.5
917004,404.5
917176,135.0
917441,96.5
917494,118
917648,61
917742,194
917788,93.5
917894,138
918054,140.5
918193,136
918207,66.5
918490,104
91899,61.0
919433,115
919638,123.0
91965,199
919819,116.0
919947,113.0
920346,90.0
920452,90
920482,78
920629,97.0
920641,102
920667,76.0
921159,100
921931,86.0
922116,98
922132,118.5
92230,292
922912,131
922920,62.0
923429,98
924072,94
924235,98
924284,119
924600,132.5
924785,115
924811,62
924846,105.0
924955,81.0
925174,83
925319,116.0
925670,101.5
925910,118
925939,71.0
925974,78.0
926433,119
926585,100
926727,153
926814,123.5
926874,117
926959,124.0
927079,96
927494,95
928007,98.0
92842,58
928438,144.5
928801,72.5
928945,101
92904,101
929052,106
929263,119
929278,92.0
929457,76.5
929859,108.5
930185,79
930507,117
930774,93
930781,78.5
930821,59
931084,82
931099,47
931307,63.0
931391,95.5
93143,72.0
931504,88
931684,51
931705,119.5
932106,92.5
932209,146
932303,120.5
932367,78
932623,122
9329,102
933121,107
933585,70
934134,135.5
934203,156.0
935066,57.0
93531,108.5
935430,125.5
935619,102
93566,71.5
935739,112.5
935936,118.5
936133,112.0
936472,115.5
936625,76
936677,107
936725,117
936854,103
936894,183
937403,61.0
937557,131
937782,67
937792,28.0
938880,102.0
938943,120
939082,74.0
93909,113.0
939154,210.5
939517,90
939612,56.5
939633,108.0
939968,121.0
940203,95.5
940213,218.0
940374,75.5
940473,88.0
940542,123
940667,72.0
940692,110
940814,129.5
940886,132.0
940974,107
941050,97.5
941476,56
941555,109.0
941560,77
942028,110
942091,94
942167,88.5
942203,99
942306,124
942467,88
942527,114
94274,107.0
943003,97.0
943218,112.0
943395,117.5
943687,93
94398,140
944141,129.0
944185,97
94426,97
944368,77
9443,138.0
944559,114.0
944834,86.5
944946,60
945495,72.5
945528,107.5
945544,130
945644,94.0
945827,116
945859,125.5
945991,133.0
946234,69.0
946339,116.0
94633,114
94655,57
947222,85
947337,112
947427,106.0
94768,99.0
948088,91
948475,92
948859,118.0
949134,82
949200,151
949605,100.0
949645,106
950235,72.5
950430,123.5
950654,98
950845,28.0
950959,107.5
950981,163.0
951220,172
951470,165.0
95152,109
952254,87
95244,175.5
952455,82.0
952965,109
953115,150.0
953116,229
953444,98
953587,134
953662,102.0
954017,90.0
954027,155.0
95406,175
954101,65.0
954334,95.0
95457,161.5
95466,143.0
954750,84
954755,53.5
954819,85
954857,105.5
955021,129
95508,106.0
955183,82
955295,139
955572,64.0
956072,61
956175,80
956688,122.0
956930,84
957073,67
957114,81.0
957211,95.0
957593,107.0
957605,72
957636,151.0
957655,42
95789,100
957902,134.5
957930,118
958033,76.5
958062,116
95826,97.5
958472,220.0
958475,90
959192,133.5
959233,85
959281,107
95939,138.5
959473,105
959618,120.5
960090,103
960227,145.5
960269,78
96033,64
960535,103.5
960544,135
960814,74.0
961368,76
961374,117
961600,92
961686,88.5
961696,128
961814,129.5
962404,99.5
962493,121.0
963001,100.5
96321,99
963254,95.5
963768,73
963900,140
96404,115
964061,102
964224,115
964277,149.5
96442,115
964484,61.5
964628,73
965074,95
965186,72
965249,83
965469,111.0
965701,183.5
96578,109
966450,135
966738,107
966871,82
967213,98.5
967225,62
967250,102
967347,49
967466,170.0
967745,80
967952,110
968117,114.0
968331,73
968383,108
968704,202.0
968828,106
969074,73
96909,89
969165,91.0
969299,77.5
969335,186.0
969352,141
969532,99
969692,135.0
970190,277
97031,124.5
970493,90
970708,93.5
970945,72.5
971110,122.0
971126,69.0
971245,87.0
971694,81.0
971700,100.5
971743,52
971880,68
971927,89.0
97192,147.0
972031,106
972222,83.0
972454,103.0
972543,228.5
97262,80
972636,72.0
972969,89.5
973120,96.0
973193,76
973330,60.5
973773,77
973995,161.5
974681,96.0
974740,96.0
974774,116
974779,138
974841,99
974889,91
974916,111.0
975157,129
975215,111.0
975839,87
975933,107
976086,131.5
976146,57
976217,88.0
976282,131.0
976492,116
976689,66.0
976897,135
976952,148.5
976,75
977173,141.0
977701,122.0
977932,62
978345,57.5
978580,125
979233,95
979286,101
979409,86.0
979624,152.5
980000,99
980080,152.5
980099,59
980266,131.0
980298,89.0
980511,102.0
980528,261
980862,105.5
98093,119.0
981128,90.0
981289,154
981322,125
981458,88
981701,75.0
981822,74
982021,66
982032,154.5
982151,130
98215,76
982338,180.5
982598,110
982601,98
982630,78.0
982634,116.0
98264,129
982939,123
983164,78.5
983312,101
98336,77
983371,66
983450,123.5
983715,100
983742,268
983987,119
984111,310
984119,112
984561,123.5
984572,87.5
98497,116.0
985204,127
985271,108
985274,93
98534,168
985383,78.5
98551,69
985545,89.0
985568,70.0
98579,70.5
986135,68
986162,72.5
986627,96
986733,123.0
986898,122
986978,128
987036,71.0
987226,78
987396,104.0
98747,101.0
987670,54
987713,121.5
987861,101
98792,102.0
988514,87
988550,143
988605,60.0
988688,81
988787,100.0
98897,150.0
989302,125
989347,78
989614,132
989814,113
990126,132.0
990384,104
990490,108.0
990615,211
990853,244
991346,127
991436,72
991692,69
991726,96
991739,76
99231,122.5
992534,80.5
992557,858.0
992620,114.5
992750,76.5
9928,65
993195,50
993488,76
993615,122
993649,107
993660,95
993667,105.5
99372,76
993732,56
994183,94.5
994283,51
994324,79.5
994390,147
994753,74.5
994774,65
994817,134.0
995114,92
995266,115
99527,106.0
995328,92
995336,87
995345,99.0
995789,83
995993,104.5
996041,222
996348,161
996413,109.5
996595,85
996607,156.0
996657,82
996842,86.0
997201,142.0
997307,74
997336,65
997395,96
997442,92.0
997465,169
997714,85
997923,91.0
998060,161.0
998121,84
998126,124.0
998357,59.5
998382,87
998775,232.0
998827,90.5
999352,118.0
999488,61.5
999637,102.0
999638,80
999667,99.0
999780,89.5
999817,104.5
