file,score 
982021,low
982032,high
982151,high
982338,medium
982598,high
982601,high
982630,high
982634,medium
982939,high
983164,medium
983312,high
983371,medium
983450,medium
983715,medium
983742,medium
983987,medium
984111,high
984119,high
984561,high
984572,medium
985204,high
985271,high
985274,medium
985383,medium
985545,low
985568,medium
986135,medium
986162,low
986627,high
986733,medium
986898,high
986978,medium
987036,medium
987226,medium
987396,low
987670,medium
987713,medium
987861,medium
988514,medium
988550,high
988605,medium
988688,high
988787,medium
989302,medium
989347,medium
989614,high
989814,medium
990126,high
990384,high
990490,medium
990615,high
990853,medium
991346,high
991436,medium
991692,medium
991726,medium
991739,high
992534,medium
992557,medium
992620,medium
992750,high
993195,medium
993488,medium
993615,high
993649,medium
993660,low
993667,high
993732,low
994183,high
994283,low
994324,medium
994390,medium
994753,medium
994774,medium
994817,high
995114,low
995266,high
995328,high
995336,high
995345,high
995789,medium
995993,low
996041,medium
996348,high
996413,medium
996595,low
996607,high
996657,high
996842,medium
997201,medium
997307,medium
997336,medium
997395,high
997442,high
997465,medium
997714,high
997923,medium
998060,high
998121,high
998126,medium
998357,high
998382,high
998775,high
998827,medium
999352,high
999488,medium
999637,high
999638,high
999667,medium
999780,medium
999817,high
1000025,high
1000168,high
1000235,medium
1000276,high
1000392,medium
1000434,high
1000528,medium
1000545,high
1000599,medium
1000617,high
1000719,high
1001053,low
1001063,medium
1001183,low
1001213,medium
1001278,high
1001309,medium
1001384,high
1001502,medium
1001566,low
1001574,high
1001604,low
1001632,medium
1001901,medium
1002453,medium
1002561,high
1002761,low
1002932,medium
1002985,medium
1003066,high
1003126,high
1003152,medium
1003222,medium
1003331,high
1003423,high
1003496,medium
1003553,high
1003689,high
1003939,high
1004000,medium
1004097,medium
1004135,high
1004306,high
1004335,high
1004355,low
1004376,medium
1004476,medium
1004652,high
1004657,medium
1004862,medium
1004924,high
1005053,medium
1005075,medium
1005142,medium
1005231,medium
1005252,high
1005398,high
1005473,medium
1005501,high
1005551,medium
1005569,medium
1005743,low
1005751,medium
1005775,medium
1005891,medium
1005892,medium
1005942,medium
1006118,high
1006136,high
1006179,medium
1006246,high
1006274,medium
1006416,high
1006482,medium
1006488,high
1006535,medium
1006571,low
1006666,high
1006787,high
1006883,high
1007162,low
1007263,medium
1007337,high
1007363,low
1007764,medium
1007981,high
1008086,medium
1008264,medium
1008326,medium
1008399,high
1008407,medium
1008450,medium
1008486,medium
1008605,medium
1008636,medium
1008655,medium
1008666,high
1008698,high
1008718,high
1008740,medium
1008880,medium
1009245,medium
1009294,medium
1009359,medium
1009596,high
1009747,low
1009768,medium
1009798,medium
1009929,medium
1010108,medium
1010115,high
1010314,medium
1010575,low
1010664,high
1010711,medium
1010839,high
1010903,medium
1010932,medium
1010952,medium
1010988,medium
1011010,high
1011026,medium
1011083,high
1011110,medium
1011317,high
1011356,medium
1011364,medium
1011418,low
1011426,medium
1011436,medium
1011443,high
1011531,high
1011616,medium
1011748,high
1011795,medium
1011805,medium
1011962,low
1012047,medium
1012075,high
1012091,medium
1012151,high
1012412,medium
1012427,medium
1012604,high
1012615,high
1012631,medium
1012679,high
1012691,medium
1012862,medium
1012898,medium
1012944,low
1013033,low
1013285,medium
1013447,medium
1013452,high
1013583,medium
1013600,high
1013669,low
1013761,medium
1013913,high
1014199,high
1014244,medium
1014249,high
1014313,high
1014344,low
1014428,high
1014497,high
1014559,medium
1014680,medium
1014724,medium
1014908,high
1014926,low
1014998,medium
1015056,medium
1015409,high
1015438,medium
1015461,high
1015664,medium
1015723,high
1015763,high
1015924,high
1015996,medium
1016100,medium
1016245,medium
1016298,medium
1016403,low
1016557,high
1016577,medium
1016594,medium
1016612,medium
1016671,medium
1016703,medium
1016757,medium
1016883,medium
1017001,high
1017038,medium
1017089,high
1017099,low
1017104,low
1017153,high
1017179,high
1017259,medium
1017282,medium
1017400,medium
1017450,medium
1017608,high
1017620,medium
1017635,high
1017679,high
1017829,high
1017876,high
1017877,medium
1017901,high
1018443,high
1018459,high
1018545,medium
1018784,high
1018958,medium
1019050,medium
1019424,medium
1019537,high
1019679,high
1019727,high
1019743,high
1019772,medium
1020012,high
1020096,low
1020198,high
1020466,medium
1020574,high
1020691,high
1020837,medium
1020869,medium
1020881,medium
1020906,low
1021024,medium
1021027,high
1021251,medium
1021281,medium
1021364,low
1021461,medium
1021492,medium
1021580,medium
1021645,medium
1021667,medium
1021707,high
1021765,medium
1021767,high
1021770,medium
1021877,medium
1021923,high
1021965,high
1021981,medium
1022190,high
1022215,low
1022285,high
1022384,high
1022439,high
1022873,medium
1023150,medium
1023222,medium
1023301,medium
1023469,medium
1023534,high
1023547,medium
1023612,high
1023674,high
1023696,high
1023918,medium
1023946,medium
1023952,medium
1024129,medium
1024250,medium
1024264,high
1024274,high
1024355,high
1024402,low
1024522,medium
1024530,high
1024621,high
1024659,medium
1025195,high
1025464,medium
1025558,high
1025599,high
1025673,medium
1025752,medium
1025965,medium
1025974,medium
1026027,high
1026061,medium
1026161,medium
1026221,medium
1026229,high
1026294,medium
1026395,low
1026402,high
1026714,low
1026734,high
1026756,low
1026798,high
1026981,high
1027139,medium
1027152,high
1027345,medium
1027356,medium
1027384,low
1027445,medium
1027505,high
1027540,medium
1027602,medium
1027793,high
1027891,high
1027916,medium
1027947,medium
1028012,high
1028131,high
1028152,medium
1028214,medium
1028226,medium
1028308,medium
1028323,high
1028434,low
1028542,medium
1028734,high
1028744,high
1028903,high
1028941,low
1028980,medium
1029018,high
1029038,low
1029045,high
1029138,high
1029239,low
1029399,high
1029696,high
1029742,low
1029769,high
1029787,high
1029861,medium
1029906,medium
1029988,medium
1029996,high
1030079,high
1030165,high
1030265,high
1030267,medium
1030588,low
1030770,medium
